gameid,type,checkedTeamId,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,TOV,STL,BLK,PF,statsId
29600177,1,1610612751,31,91,11,30,19,30,22,21,43,13,9,4,18,353
29600177,1,1610612762,45,88,2,4,16,21,19,39,58,19,7,13,24,354
29600178,1,1610612741,29,76,3,12,27,35,14,31,45,13,6,6,16,355
29600178,1,1610612746,32,76,6,13,14,20,11,30,41,14,8,6,26,356
29600179,1,1610612747,34,78,7,23,25,39,15,34,49,18,12,5,20,357
29600179,1,1610612755,34,93,5,18,15,18,20,33,53,21,10,3,27,358
29600180,1,1610612766,38,81,8,21,13,14,10,29,39,12,12,6,22,359
29600180,1,1610612760,35,73,4,14,15,25,12,28,40,16,4,3,13,360
29600181,1,1610612737,41,85,8,19,11,18,12,40,52,15,6,8,13,361
29600181,1,1610612637,33,88,3,16,11,13,10,32,42,11,7,2,15,362
29600182,1,1610612758,34,78,3,11,27,31,7,27,34,7,9,2,19,363
29600182,1,1610612761,31,75,7,22,18,25,12,35,47,18,3,5,28,364
29600183,1,1610612742,38,67,8,17,21,25,8,21,29,11,7,7,20,365
29600183,1,1610612759,35,79,10,24,21,28,18,18,36,11,5,2,18,366
29600184,1,1610612745,35,79,4,14,28,38,10,26,36,17,12,5,14,367
29600184,1,1610612757,40,81,9,24,12,14,12,32,44,22,11,8,28,368
29600185,1,1610612743,44,83,9,18,20,24,11,35,46,19,5,7,25,369
29600185,1,1610612756,40,86,7,16,21,31,11,25,36,12,14,4,19,370
29600186,1,1610612744,35,91,3,15,15,16,21,23,44,14,12,6,22,371
29600186,1,1610612748,38,75,12,22,19,23,10,27,37,16,7,12,15,372
29600187,1,1610612738,42,82,5,9,21,30,10,38,48,14,8,2,23,373
29600187,1,1610612747,37,84,6,21,14,28,10,30,40,11,8,12,21,374
29600188,1,1610612737,29,77,4,20,13,16,12,29,41,11,9,4,21,375
29600188,1,1610612753,29,73,6,16,15,22,16,32,48,11,7,5,19,376
29600189,1,1610612766,29,68,4,17,26,37,11,32,43,17,5,6,23,377
29600189,1,1610612761,33,87,8,20,18,24,18,28,46,12,10,3,22,378
29600190,1,1610612765,29,68,9,21,20,27,14,33,47,17,3,4,13,379
29600190,1,1610612637,31,85,12,25,4,8,13,24,37,7,10,3,23,380
29600191,1,1610612739,32,71,4,9,7,17,8,26,34,15,6,4,24,381
29600191,1,1610612749,31,63,5,8,25,35,9,31,40,13,7,2,18,382
29600192,1,1610612750,38,85,5,18,17,24,11,25,36,16,11,8,26,383
29600192,1,1610612760,36,72,9,17,25,34,10,29,39,18,9,9,18,384
29600193,1,1610612757,40,76,9,22,31,44,21,24,45,13,7,5,17,385
29600193,1,1610612759,43,86,6,15,17,20,13,19,32,11,7,2,32,386
29600194,1,1610612743,35,67,12,25,21,27,6,30,36,19,4,3,31,387
29600194,1,1610612762,39,84,5,14,24,30,16,26,42,11,11,3,22,388
29600195,1,1610612751,28,88,4,16,17,27,15,29,44,12,10,6,16,389
29600195,1,1610612756,40,83,3,8,16,19,10,37,47,17,4,4,21,390
29600196,1,1610612746,30,77,5,10,17,19,12,23,35,17,10,4,19,391
29600196,1,1610612748,41,74,8,23,8,13,11,32,43,16,13,5,20,392
29600197,1,1610612754,38,81,3,9,22,34,17,36,53,14,9,6,23,393
29600197,1,1610612758,31,85,5,17,16,24,13,25,38,13,6,7,23,394
29600198,1,1610612744,41,86,6,12,36,47,17,32,49,9,2,3,31,395
29600198,1,1610612751,38,91,5,19,37,45,20,25,45,8,8,6,31,396
29600199,1,1610612738,39,91,4,13,12,17,12,21,33,9,9,2,21,397
29600199,1,1610612745,45,80,12,22,18,25,14,37,51,19,5,3,16,398
29600200,1,1610612753,37,96,8,27,9,9,18,28,46,16,11,2,19,399
29600200,1,1610612755,38,80,6,15,18,25,15,32,47,16,11,8,12,400
29600201,1,1610612737,42,82,12,22,14,18,13,31,44,18,14,7,20,401
29600201,1,1610612764,31,79,6,16,13,17,13,23,36,24,9,6,17,402
29600202,1,1610612765,25,73,7,26,19,24,15,23,38,14,10,2,23,403
29600202,1,1610612747,33,65,7,17,11,22,8,32,40,18,6,1,24,404
29600203,1,1610612754,40,75,4,9,20,24,11,33,44,18,4,8,26,405
29600203,1,1610612637,34,81,8,19,18,27,12,24,36,10,6,5,22,406
29600204,1,1610612741,45,90,8,14,18,23,19,36,55,16,5,2,20,407
29600204,1,1610612742,37,88,1,13,22,30,17,25,42,12,10,3,22,408
29600205,1,1610612743,35,75,6,20,27,33,10,24,34,19,7,6,29,409
29600205,1,1610612750,39,77,3,9,27,39,13,25,38,16,6,6,23,410
29600206,1,1610612746,32,74,8,17,22,31,12,24,36,17,10,5,26,411
29600206,1,1610612762,40,73,5,10,26,31,10,29,39,16,9,7,22,412
29600207,1,1610612744,29,70,5,14,30,37,10,17,27,13,9,4,21,413
29600207,1,1610612757,45,86,10,23,19,27,20,30,50,16,7,3,32,414
29600208,1,1610612756,36,82,5,16,15,16,13,33,46,18,5,1,25,415
29600208,1,1610612760,40,80,7,22,18,30,9,31,40,13,13,3,16,416
29600209,1,1610612752,46,86,6,14,17,24,13,26,39,9,8,5,21,417
29600209,1,1610612758,40,73,4,12,17,27,6,26,32,13,3,1,20,418
29600210,1,1610612755,37,76,4,17,18,24,13,31,44,24,13,5,20,419
29600210,1,1610612637,35,82,9,25,11,20,14,21,35,18,14,5,22,420
29600211,1,1610612745,43,75,5,16,12,14,5,34,39,17,8,1,16,421
29600211,1,1610612764,43,84,5,18,8,13,5,23,28,9,6,4,14,422
29600212,1,1610612738,32,87,2,9,11,14,16,27,43,8,9,3,20,423
29600212,1,1610612748,29,69,6,21,14,18,9,39,48,19,4,8,16,424
29600213,1,1610612739,34,75,6,17,8,17,11,19,30,16,14,4,21,425
29600213,1,1610612753,30,61,5,16,21,24,8,29,37,26,9,8,20,426
29600214,1,1610612766,37,74,8,13,12,13,8,27,35,16,7,3,18,427
29600214,1,1610612749,32,66,6,9,17,22,6,25,31,18,7,3,18,428
29600215,1,1610612750,28,70,2,7,21,28,11,31,42,18,5,6,24,429
29600215,1,1610612761,25,69,4,12,16,23,14,29,43,19,7,6,21,430
29600216,1,1610612741,38,85,7,13,14,20,11,30,41,10,8,4,17,431
29600216,1,1610612759,33,82,5,20,17,19,14,31,45,16,6,3,20,432
29600217,1,1610612746,38,101,3,15,16,25,18,32,50,25,13,10,43,433
29600217,1,1610612751,27,77,3,15,49,60,15,41,56,28,12,6,24,434
29600218,1,1610612765,34,67,2,6,25,33,11,40,51,20,5,3,27,435
29600218,1,1610612758,24,85,2,16,16,22,18,21,39,13,7,1,28,436
29600219,1,1610612743,34,84,7,21,21,25,12,29,41,18,6,1,25,437
29600219,1,1610612747,40,81,6,17,18,30,12,31,43,18,8,6,21,438
29600220,1,1610612744,28,75,7,15,35,40,19,38,57,18,10,11,28,439
29600220,1,1610612757,24,79,8,22,14,23,13,25,38,18,7,11,28,440
29600221,1,1610612760,34,73,5,18,17,27,13,29,42,15,3,5,23,441
29600221,1,1610612762,37,79,5,8,17,21,11,29,40,12,10,1,23,442
29600222,1,1610612742,42,88,5,16,19,24,10,33,43,15,11,8,30,443
29600222,1,1610612753,37,86,6,20,22,29,13,34,47,19,7,5,22,444
29600223,1,1610612745,30,76,5,28,24,31,11,26,37,15,8,1,24,445
29600223,1,1610612761,36,79,9,24,19,29,13,34,47,14,4,3,27,446
29600224,1,1610612766,36,76,7,20,18,23,13,19,32,16,6,1,23,447
29600224,1,1610612762,43,74,4,8,17,26,9,25,34,15,7,9,24,448
29600225,1,1610612748,30,65,12,22,27,32,15,31,46,21,8,4,22,449
29600225,1,1610612752,30,79,2,12,13,18,13,17,30,12,12,2,26,450
29600226,1,1610612737,40,87,7,17,18,20,18,30,48,18,12,11,19,451
29600226,1,1610612738,36,79,8,17,15,18,11,27,38,20,9,4,19,452
29600227,1,1610612739,35,82,4,14,19,24,16,32,48,10,6,10,25,453
29600227,1,1610612761,26,68,5,13,17,25,8,30,38,15,3,6,22,454
29600228,1,1610612741,41,81,4,6,21,29,11,19,30,13,10,1,28,455
29600228,1,1610612749,35,72,5,13,29,37,15,25,40,22,9,2,22,456
29600229,1,1610612750,33,82,1,8,22,26,13,33,46,17,4,12,21,457
29600229,1,1610612758,37,95,4,7,18,27,19,28,47,9,11,5,26,458
29600230,1,1610612766,36,77,6,18,11,14,10,28,38,17,4,7,26,459
29600230,1,1610612746,36,79,6,13,18,29,12,29,41,12,7,3,24,460
29600231,1,1610612747,42,84,9,19,17,26,13,24,37,12,8,9,26,461
29600231,1,1610612760,39,79,6,17,22,32,15,26,41,13,7,2,23,462
29600232,1,1610612743,37,78,12,30,13,19,10,23,33,18,8,5,25,463
29600232,1,1610612744,43,81,7,16,21,26,12,26,38,14,10,6,18,464
29600233,1,1610612754,31,72,8,18,28,36,10,29,39,18,7,6,34,465
29600233,1,1610612757,33,86,3,21,24,30,14,27,41,15,6,6,30,466
29600234,1,1610612751,38,85,2,16,24,32,17,33,50,20,7,8,30,467
29600234,1,1610612752,37,81,6,10,29,42,13,27,40,17,12,6,29,468
29600235,1,1610612739,33,73,7,13,11,12,14,26,40,14,10,3,22,469
29600235,1,1610612753,21,62,2,12,13,17,10,21,31,22,5,8,19,470
29600236,1,1610612742,34,78,2,9,9,14,15,26,41,19,7,5,15,471
29600236,1,1610612748,36,72,15,35,14,18,7,26,33,17,9,5,16,472
29600237,1,1610612737,35,71,9,21,11,14,8,16,24,10,6,2,16,473
29600237,1,1610612765,40,69,12,20,8,10,5,25,30,12,6,2,14,474
29600238,1,1610612738,34,98,6,15,15,17,17,27,44,15,14,6,26,475
29600238,1,1610612745,33,75,5,21,23,29,11,40,51,25,6,8,21,476
29600239,1,1610612755,37,93,5,15,24,31,21,30,51,16,10,6,22,477
29600239,1,1610612759,41,78,7,15,24,34,10,27,37,14,10,15,23,478
29600240,1,1610612747,28,82,3,14,16,30,20,24,44,14,10,7,20,479
29600240,1,1610612762,36,69,6,13,23,26,6,36,42,16,8,7,22,480
29600241,1,1610612744,31,87,1,12,24,28,13,26,39,13,9,5,27,481
29600241,1,1610612756,41,79,6,12,30,39,11,39,50,16,9,4,22,482
29600242,1,1610612754,46,75,11,22,24,31,11,35,46,14,10,5,15,483
29600242,1,1610612637,35,81,3,13,7,10,8,16,24,17,8,4,22,484
29600243,1,1610612761,30,83,8,30,14,18,19,31,50,18,8,4,17,485
29600243,1,1610612764,32,76,7,21,9,14,9,26,35,17,9,7,21,486
29600244,1,1610612741,52,95,3,9,7,10,15,28,43,10,10,1,16,487
29600244,1,1610612746,38,83,7,20,13,14,16,24,40,18,8,4,13,488
29600245,1,1610612742,39,90,5,18,23,32,14,28,42,9,13,11,22,489
29600245,1,1610612755,38,94,8,25,18,22,24,34,58,18,7,7,23,490
29600246,1,1610612743,34,66,6,21,30,37,1,26,27,12,5,9,27,491
29600246,1,1610612757,42,85,10,25,21,30,14,30,44,11,5,2,27,492
29600247,1,1610612750,29,83,4,21,24,36,20,24,44,20,3,3,26,493
29600247,1,1610612760,41,80,4,16,31,35,11,31,42,12,13,12,22,494
29600248,1,1610612738,44,96,3,8,17,25,14,30,44,16,14,6,24,495
29600248,1,1610612751,41,91,8,20,20,30,17,39,56,20,11,7,21,496
29600249,1,1610612748,26,67,6,24,27,39,11,31,42,16,6,5,26,497
29600249,1,1610612752,37,78,10,19,19,28,12,28,40,14,6,5,32,498
29600250,1,1610612739,31,70,4,11,15,16,10,30,40,12,1,2,23,499
29600250,1,1610612765,33,62,10,14,17,29,4,27,31,6,5,9,21,500
29600251,1,1610612759,36,83,5,13,12,21,17,20,37,12,5,6,20,501
29600251,1,1610612637,42,78,7,13,14,23,12,30,42,12,9,5,20,502
29600252,1,1610612750,32,65,2,7,29,35,7,27,34,16,3,4,22,503
29600252,1,1610612762,38,81,4,12,26,29,14,27,41,12,9,1,26,504
29600253,1,1610612747,31,75,3,9,27,36,16,35,51,13,9,16,22,505
29600253,1,1610612753,32,88,6,18,11,20,13,28,41,11,4,5,29,506
29600254,1,1610612744,24,71,0,15,23,33,13,30,43,15,9,4,20,507
29600254,1,1610612754,35,83,3,15,13,20,16,32,48,20,8,3,25,508
29600255,1,1610612756,35,68,6,11,25,36,9,28,37,23,8,3,18,509
29600255,1,1610612758,38,84,5,13,14,19,17,27,44,19,9,1,26,510
29600256,1,1610612766,37,80,2,9,17,25,16,24,40,14,11,3,23,511
29600256,1,1610612757,36,77,7,12,18,31,15,30,45,17,7,5,23,512
29600257,1,1610612746,28,78,4,15,20,29,11,21,32,12,7,4,22,513
29600257,1,1610612752,36,79,2,17,15,22,19,35,54,21,4,4,25,514
29600258,1,1610612765,37,82,10,20,11,17,14,26,40,11,9,5,14,515
29600258,1,1610612751,29,72,3,13,8,12,11,29,40,20,6,8,19,516
29600259,1,1610612749,47,84,3,12,29,33,17,29,46,18,6,5,22,517
29600259,1,1610612764,46,85,6,10,20,28,11,19,30,11,12,5,25,518
29600260,1,1610612737,39,76,7,20,16,28,12,34,46,19,11,4,22,519
29600260,1,1610612761,29,78,6,17,11,20,11,24,35,20,9,2,22,520
29600261,1,1610612741,33,79,5,15,9,11,15,29,44,10,3,3,19,521
29600261,1,1610612748,29,79,7,21,18,23,17,28,45,8,5,2,19,522
29600262,1,1610612742,40,77,6,14,10,17,12,42,54,19,9,6,22,523
29600262,1,1610612637,31,82,7,22,16,25,13,21,34,14,9,4,18,524
29600263,1,1610612745,44,82,16,26,19,29,8,37,45,14,8,2,23,525
29600263,1,1610612755,35,92,12,28,26,36,21,29,50,14,9,7,22,526
29600264,1,1610612743,35,80,6,17,15,17,14,26,40,16,1,5,27,527
29600264,1,1610612762,39,76,4,6,22,31,10,24,34,5,7,4,17,528
29600265,1,1610612766,35,74,12,24,12,17,9,19,28,14,13,1,20,529
29600265,1,1610612760,36,73,2,13,18,21,10,30,40,18,11,3,16,530
29600266,1,1610612741,37,88,10,24,5,9,10,28,38,12,8,7,22,531
29600266,1,1610612761,38,86,6,19,15,25,17,35,52,14,7,3,13,532
29600267,1,1610612739,38,75,5,13,9,14,9,29,38,11,11,8,21,533
29600267,1,1610612746,22,63,3,8,22,29,10,22,32,16,6,6,20,534
29600268,1,1610612738,33,70,5,12,16,23,11,21,32,18,11,5,18,535
29600268,1,1610612749,45,89,1,8,9,16,17,29,46,16,10,5,22,536
29600269,1,1610612754,33,76,5,14,22,33,12,29,41,13,7,1,32,537
29600269,1,1610612756,37,73,10,20,22,32,11,27,38,14,5,4,28,538
29600270,1,1610612747,41,78,8,15,20,26,12,29,41,18,15,9,22,539
29600270,1,1610612750,35,88,3,16,13,16,17,26,43,24,11,4,25,540
29600271,1,1610612744,46,82,9,14,13,16,13,26,39,15,9,5,27,541
29600271,1,1610612759,31,74,2,13,24,35,15,20,35,16,8,5,14,542
29600272,1,1610612753,34,87,11,22,5,9,15,30,45,19,7,6,17,543
29600272,1,1610612758,37,80,4,9,13,23,12,35,47,15,11,4,14,544
29600273,1,1610612755,37,78,8,21,12,19,12,20,32,20,5,6,21,545
29600273,1,1610612760,49,85,5,17,15,24,17,28,45,12,9,8,20,546
29600274,1,1610612766,40,80,8,17,19,22,9,29,38,10,15,3,14,547
29600274,1,1610612637,40,78,7,14,4,5,6,27,33,17,7,4,17,548
29600275,1,1610612752,36,90,6,14,7,9,17,39,56,19,10,4,23,549
29600275,1,1610612764,27,72,4,13,15,29,9,32,41,21,14,6,16,550
29600276,1,1610612737,31,74,4,16,23,27,13,35,48,12,3,5,21,551
29600276,1,1610612743,35,90,8,21,10,18,18,28,46,9,9,5,25,552
29600277,1,1610612744,33,80,3,11,32,38,22,29,51,18,8,4,18,553
29600277,1,1610612761,37,78,4,19,13,15,9,23,32,18,9,7,30,554
29600278,1,1610612739,28,71,3,13,15,20,13,28,41,12,8,5,20,555
29600278,1,1610612748,23,64,8,26,22,27,7,25,32,14,7,5,20,556
29600279,1,1610612765,36,73,6,12,15,18,7,20,27,6,6,2,22,557
29600279,1,1610612749,32,60,4,8,17,24,7,28,35,12,3,8,22,558
29600280,1,1610612745,36,77,3,18,21,29,8,33,41,14,7,8,21,559
29600280,1,1610612750,39,93,6,12,10,16,15,28,43,10,5,7,25,560
29600281,1,1610612754,27,80,5,14,27,37,12,27,39,13,12,8,30,561
29600281,1,1610612762,37,77,3,6,33,40,16,38,54,19,8,9,25,562
29600282,1,1610612756,40,89,4,19,9,15,15,23,38,13,15,4,16,563
29600282,1,1610612759,28,67,6,14,14,16,10,29,39,25,8,2,20,564
29600283,1,1610612742,37,78,5,15,21,29,10,26,36,13,13,4,17,565
29600283,1,1610612746,38,71,6,14,13,16,7,29,36,17,5,7,22,566
29600284,1,1610612747,37,78,2,11,16,25,11,27,38,14,12,8,24,567
29600284,1,1610612758,34,76,1,10,21,25,12,32,44,18,5,3,22,568
29600285,1,1610612753,35,70,9,17,20,29,10,22,32,12,8,3,21,569
29600285,1,1610612757,37,80,6,16,13,21,13,28,41,13,5,3,23,570
29600286,1,1610612738,45,109,6,19,19,24,19,42,61,14,6,7,29,571
29600286,1,1610612761,42,109,7,23,22,29,19,43,62,15,4,10,23,572
29600287,1,1610612751,44,86,11,24,11,13,14,35,49,21,6,6,23,573
29600287,1,1610612760,39,89,8,23,15,23,15,27,42,15,15,3,17,574
29600288,1,1610612748,32,79,4,25,16,25,12,32,44,15,9,6,23,575
29600288,1,1610612755,27,73,6,23,19,27,14,35,49,19,7,5,24,576
29600289,1,1610612739,34,65,12,19,15,20,8,21,29,20,6,5,24,577
29600289,1,1610612764,41,73,6,10,18,29,10,23,33,16,14,4,19,578
29600290,1,1610612766,34,76,3,11,30,35,14,31,45,18,8,2,25,579
29600290,1,1610612743,32,75,7,18,26,33,10,24,34,11,7,2,24,580
29600291,1,1610612741,40,79,5,12,18,23,12,28,40,14,11,3,18,581
29600291,1,1610612750,38,82,2,11,8,13,16,25,41,18,9,2,23,582
29600292,1,1610612754,29,83,4,7,14,26,18,35,53,12,4,4,24,583
29600292,1,1610612747,29,74,6,17,15,29,10,34,44,11,6,10,21,584
29600293,1,1610612744,28,81,6,19,17,22,12,27,39,15,10,3,14,585
29600293,1,1610612752,37,90,9,25,7,12,23,38,61,21,7,6,27,586
29600294,1,1610612749,35,69,5,17,25,36,10,32,42,16,10,2,23,587
29600294,1,1610612760,38,90,7,17,14,26,24,22,46,17,12,4,25,588
29600295,1,1610612765,37,80,6,17,16,24,13,22,35,12,8,5,22,589
29600295,1,1610612745,42,74,14,28,17,21,6,28,34,12,6,0,22,590
29600296,1,1610612756,31,72,9,18,24,26,8,33,41,19,8,2,25,591
29600296,1,1610612762,34,75,4,12,15,19,8,32,40,20,12,7,25,592
29600297,1,1610612746,37,70,5,12,18,26,5,28,33,16,4,2,25,593
29600297,1,1610612759,32,71,4,15,26,33,9,25,34,13,10,3,23,594
29600298,1,1610612742,37,79,1,15,11,15,9,24,33,15,4,3,20,595
29600298,1,1610612758,36,79,3,7,18,21,16,29,45,16,7,3,20,596
29600299,1,1610612757,36,79,6,17,21,33,18,33,51,16,5,7,22,597
29600299,1,1610612637,28,79,4,14,18,26,14,27,41,14,6,6,26,598
29600300,1,1610612741,40,81,9,22,24,33,11,38,49,19,13,3,19,599
29600300,1,1610612751,34,89,4,17,20,24,15,27,42,19,12,4,21,600
29600301,1,1610612743,40,83,13,28,11,15,11,27,38,15,4,5,16,601
29600301,1,1610612764,45,87,5,9,13,19,12,27,39,10,11,5,21,602
29600302,1,1610612766,34,87,4,12,12,16,23,24,47,11,5,1,19,603
29600302,1,1610612755,27,65,5,20,16,24,11,27,38,15,6,7,16,604
29600303,1,1610612739,33,73,7,19,28,34,12,24,36,14,12,3,25,605
29600303,1,1610612744,31,69,6,14,19,22,12,25,37,22,5,8,27,606
29600304,1,1610612738,34,79,8,16,18,20,14,22,36,11,8,5,25,607
29600304,1,1610612754,34,66,3,10,26,34,9,28,37,14,6,7,23,608
29600305,1,1610612750,43,88,7,15,15,16,15,22,37,12,9,8,22,609
29600305,1,1610612756,40,79,7,16,18,21,13,25,38,21,6,4,21,610
29600306,1,1610612747,45,92,6,13,24,31,15,25,40,11,13,11,22,611
29600306,1,1610612757,42,79,9,19,26,34,8,30,38,20,4,6,25,612
29600307,1,1610612753,33,72,7,20,20,27,14,32,46,23,9,7,19,613
29600307,1,1610612637,37,86,3,12,18,27,15,23,38,11,14,5,24,614
29600308,1,1610612743,30,74,3,14,19,20,8,26,34,11,3,6,18,615
29600308,1,1610612752,35,80,8,16,11,16,13,31,44,13,8,5,20,616
29600309,1,1610612748,28,69,4,19,29,38,15,25,40,17,7,7,19,617
29600309,1,1610612761,33,77,5,12,17,19,14,26,40,13,14,7,30,618
29600310,1,1610612737,38,77,9,24,21,29,12,32,44,11,7,6,21,619
29600310,1,1610612755,31,83,1,19,18,22,17,25,42,15,3,3,21,620
29600311,1,1610612766,33,72,4,13,12,16,9,35,44,22,5,2,19,621
29600311,1,1610612741,32,90,6,21,17,23,19,30,49,10,10,6,17,622
29600312,1,1610612749,42,84,1,7,16,19,12,32,44,14,7,5,20,623
29600312,1,1610612751,38,93,2,13,13,22,23,28,51,14,6,7,17,624
29600313,1,1610612739,39,76,6,14,17,18,12,20,32,7,4,4,25,625
29600313,1,1610612750,30,69,5,12,28,34,15,19,34,12,1,3,22,626
29600314,1,1610612742,41,80,12,22,11,15,13,31,44,16,6,3,21,627
29600314,1,1610612759,42,79,7,20,15,24,10,26,36,8,10,6,13,628
29600315,1,1610612753,22,75,4,16,20,25,12,24,36,15,6,4,20,629
29600315,1,1610612762,41,81,2,7,17,21,14,37,51,16,10,7,27,630
29600316,1,1610612746,34,74,2,7,36,48,18,26,44,13,10,3,23,631
29600316,1,1610612758,32,75,4,14,26,29,11,27,38,16,4,3,33,632
29600317,1,1610612745,36,68,12,25,25,37,13,26,39,17,10,4,25,633
29600317,1,1610612760,35,77,7,20,23,30,15,22,37,16,10,5,24,634
29600318,1,1610612738,31,69,8,14,19,25,10,25,35,18,3,0,25,635
29600318,1,1610612765,37,72,7,20,18,23,6,29,35,15,9,4,24,636
29600319,1,1610612756,41,79,7,17,14,21,9,32,41,11,12,6,18,637
29600319,1,1610612637,35,79,2,14,12,19,9,30,39,15,6,1,17,638
29600320,1,1610612744,36,74,9,18,21,31,10,22,32,24,9,3,26,639
29600320,1,1610612764,41,76,7,19,21,29,10,27,37,18,17,9,25,640
29600321,1,1610612745,34,66,6,10,25,28,3,36,39,17,9,3,26,641
29600321,1,1610612757,32,84,6,22,19,26,10,23,33,11,8,4,26,642
29600322,1,1610612738,37,84,1,10,16,26,13,23,36,11,11,4,20,643
29600322,1,1610612749,45,90,7,13,10,19,22,36,58,19,3,3,23,644
29600323,1,1610612765,34,74,10,21,20,24,14,25,39,16,11,4,21,645
29600323,1,1610612761,31,66,13,25,17,24,9,24,33,17,5,6,21,646
29600324,1,1610612746,49,91,6,14,18,24,11,34,45,11,5,8,31,647
29600324,1,1610612756,44,92,4,15,29,41,13,32,45,11,7,2,24,648
29600325,1,1610612758,37,84,1,5,14,22,16,26,42,15,9,5,17,649
29600325,1,1610612764,39,78,3,10,16,21,12,28,40,21,9,5,21,650
29600326,1,1610612752,33,66,7,17,26,28,5,27,32,17,7,3,23,651
29600326,1,1610612762,34,78,4,13,22,28,12,26,38,16,7,1,23,652
29600327,1,1610612751,36,96,4,18,12,26,24,18,42,10,15,6,26,653
29600327,1,1610612761,33,64,7,15,24,35,9,39,48,22,5,8,25,654
29600328,1,1610612766,37,84,5,14,14,18,12,28,40,11,8,4,24,655
29600328,1,1610612755,32,79,1,17,19,26,16,28,44,16,5,4,18,656
29600329,1,1610612754,38,74,6,10,21,29,13,29,42,17,7,7,16,657
29600329,1,1610612748,35,81,8,21,11,16,16,26,42,19,11,3,25,658
29600330,1,1610612741,45,101,11,23,28,36,24,32,56,12,11,4,25,659
29600330,1,1610612747,48,95,7,20,20,35,16,33,49,15,7,4,27,660
29600331,1,1610612737,40,74,19,27,10,22,12,37,49,15,6,9,16,661
29600331,1,1610612742,28,79,6,18,11,18,12,27,39,16,5,1,21,662
29600332,1,1610612744,27,72,6,16,21,26,9,28,37,25,4,7,27,663
29600332,1,1610612760,42,79,10,19,29,41,9,32,41,12,21,6,23,664
29600333,1,1610612745,35,71,8,22,14,19,14,27,41,17,7,2,21,665
29600333,1,1610612637,35,76,6,19,17,20,11,23,34,10,12,4,20,666
29600334,1,1610612754,37,96,5,16,23,29,19,39,58,15,9,4,24,667
29600334,1,1610612753,33,86,6,25,23,31,15,39,54,17,3,8,28,668
29600335,1,1610612739,37,75,7,13,18,23,15,31,46,12,7,8,23,669
29600335,1,1610612751,29,81,9,18,14,21,17,22,39,18,6,3,21,670
29600336,1,1610612765,42,80,13,22,15,23,10,28,38,7,15,2,15,671
29600336,1,1610612752,33,72,5,12,7,12,12,29,41,23,4,2,24,672
29600337,1,1610612747,41,74,4,6,25,32,8,30,38,17,7,7,23,673
29600337,1,1610612749,42,87,4,10,17,28,17,24,41,18,13,3,29,674
29600338,1,1610612743,36,83,7,21,16,23,10,38,48,9,9,5,20,675
29600338,1,1610612758,30,83,5,11,14,19,11,34,45,12,3,9,22,676
29600339,1,1610612756,40,74,2,7,32,44,12,30,42,13,4,3,22,677
29600339,1,1610612764,42,89,6,16,17,22,14,26,40,12,8,5,34,678
29600340,1,1610612744,48,85,12,26,15,21,13,31,44,15,9,1,27,679
29600340,1,1610612750,34,85,2,11,26,34,17,20,37,12,11,4,20,680
29600341,1,1610612757,38,80,6,22,20,31,16,27,43,14,7,4,27,681
29600341,1,1610612760,34,70,10,22,28,33,9,26,35,15,5,2,22,682
29600342,1,1610612748,34,86,3,18,16,25,13,30,43,17,11,8,30,683
29600342,1,1610612762,31,69,2,8,30,40,8,38,46,20,12,7,26,684
29600343,1,1610612766,29,80,5,16,9,11,16,22,38,14,6,6,18,685
29600343,1,1610612741,38,90,7,20,10,12,21,30,51,9,9,6,18,686
29600344,1,1610612749,34,66,7,13,18,29,12,26,38,21,2,3,23,687
29600344,1,1610612761,36,81,6,13,18,28,17,21,38,10,11,5,23,688
29600345,1,1610612745,36,81,11,31,18,26,15,25,40,15,8,4,20,689
29600345,1,1610612759,45,80,9,17,16,28,11,26,37,14,8,1,20,690
29600346,1,1610612746,37,84,4,14,15,21,13,26,39,21,16,2,20,691
29600346,1,1610612764,42,74,2,9,16,22,6,36,42,22,10,2,26,692
29600347,1,1610612750,37,79,6,14,25,37,19,19,38,13,10,8,34,693
29600347,1,1610612758,34,70,3,8,41,51,15,26,41,15,7,3,28,694
29600348,1,1610612742,42,76,9,20,12,16,13,23,36,13,7,4,20,695
29600348,1,1610612637,38,77,8,17,14,20,16,23,39,11,11,4,16,696
29600349,1,1610612752,38,78,10,21,24,30,6,35,41,19,11,7,31,697
29600349,1,1610612755,37,88,6,21,23,36,19,32,51,24,7,2,30,698
29600350,1,1610612753,35,73,5,17,18,24,10,24,34,17,9,2,19,699
29600350,1,1610612762,38,69,6,12,16,21,2,27,29,14,11,2,21,700
29600351,1,1610612737,38,75,11,25,22,28,12,33,45,23,9,5,20,701
29600351,1,1610612751,35,88,4,17,21,28,16,23,39,14,15,2,20,702
29600352,1,1610612739,33,70,4,17,21,24,10,26,36,16,11,5,25,703
29600352,1,1610612761,29,69,6,17,18,23,8,24,32,19,8,3,23,704
29600353,1,1610612765,32,72,6,19,14,22,15,25,40,13,8,1,21,705
29600353,1,1610612754,30,74,4,16,11,14,10,26,36,16,5,3,25,706
29600354,1,1610612743,39,84,11,22,19,24,14,27,41,8,3,7,20,707
29600354,1,1610612637,44,82,2,5,3,9,8,23,31,9,6,5,22,708
29600355,1,1610612742,27,80,3,13,20,27,9,20,29,12,5,5,22,709
