gameid,type,checkedTeamId,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,TOV,STL,BLK,PF,statsId
20700714,1,1610612753,34,72,10,27,22,28,9,33,42,12,11,4,17,26046
20700715,1,1610612738,42,79,8,16,19,25,10,30,40,20,10,5,29,26047
20700715,1,1610612746,30,73,6,11,34,39,9,25,34,15,13,9,22,26048
20700716,1,1610612752,34,75,8,19,24,30,15,34,49,18,1,4,19,26049
20700716,1,1610612754,38,85,9,31,18,24,10,24,34,6,8,4,20,26050
20700717,1,1610612748,37,74,4,13,17,20,5,27,32,11,4,2,24,26051
20700717,1,1610612765,36,76,5,12,23,31,10,28,38,10,6,3,17,26052
20700718,1,1610612742,39,80,4,16,25,31,12,30,42,9,7,4,19,26053
20700718,1,1610612749,37,82,4,16,18,22,12,27,39,10,2,5,22,26054
20700719,1,1610612762,40,86,5,15,33,44,16,38,54,22,9,5,31,26055
20700719,1,1610612743,40,93,10,20,25,37,16,28,44,15,11,7,31,26056
20700720,1,1610612756,53,96,13,26,11,14,8,39,47,21,1,6,20,26057
20700720,1,1610612740,54,114,8,21,16,18,15,30,45,10,14,2,23,26058
20700721,1,1610612760,40,76,5,10,20,26,7,47,54,18,4,7,17,26059
20700721,1,1610612758,36,98,7,22,13,20,14,28,42,11,10,2,16,26060
20700722,1,1610612741,37,74,8,18,15,23,8,22,30,12,6,4,20,26061
20700722,1,1610612757,40,79,3,17,17,21,9,26,35,10,4,2,16,26062
20700723,1,1610612755,37,77,2,10,25,39,14,34,48,17,9,10,23,26063
20700723,1,1610612748,29,80,2,15,24,29,13,25,38,18,5,2,28,26064
20700724,1,1610612745,37,85,8,27,10,15,17,38,55,10,3,5,12,26065
20700724,1,1610612739,31,78,8,27,7,13,7,28,35,8,7,6,14,26066
20700725,1,1610612744,41,95,7,28,19,21,12,29,41,13,14,3,31,26067
20700725,1,1610612741,37,66,5,9,35,48,4,43,47,25,8,7,16,26068
20700726,1,1610612746,36,68,10,14,20,24,4,41,45,21,5,3,22,26069
20700726,1,1610612761,33,80,6,21,26,29,4,29,33,9,15,1,24,26070
20700727,1,1610612751,40,83,9,16,15,19,10,40,50,15,6,10,18,26071
20700727,1,1610612766,35,86,7,22,13,21,12,31,43,12,6,5,14,26072
20700728,1,1610612747,41,77,10,20,25,30,8,32,40,9,4,6,20,26073
20700728,1,1610612753,40,81,15,32,18,21,8,27,35,10,4,3,26,26074
20700729,1,1610612752,31,76,9,21,22,35,16,28,44,17,9,2,20,26075
20700729,1,1610612759,37,76,11,21,14,18,10,30,40,18,10,5,22,26076
20700730,1,1610612737,35,77,3,11,22,29,11,28,39,16,6,4,14,26077
20700730,1,1610612739,41,88,8,17,10,13,15,30,45,14,12,7,20,26078
20700731,1,1610612757,33,75,0,8,16,19,11,24,35,11,5,0,16,26079
20700731,1,1610612765,36,73,9,16,10,15,11,26,37,13,4,7,17,26080
20700732,1,1610612738,34,74,6,16,14,17,5,31,36,15,6,8,15,26081
20700732,1,1610612750,35,84,3,17,13,15,15,29,44,16,11,5,23,26082
20700733,1,1610612742,37,84,6,23,12,15,10,39,49,6,4,2,24,26083
20700733,1,1610612763,30,77,2,9,19,32,10,36,46,10,1,5,14,26084
20700734,1,1610612756,34,86,3,15,32,32,13,34,47,13,7,9,23,26085
20700734,1,1610612760,41,97,3,10,14,19,18,36,54,14,3,8,22,26086
20700735,1,1610612758,34,69,9,18,40,50,12,33,45,22,9,3,21,26087
20700735,1,1610612762,39,83,7,17,19,23,7,24,31,13,12,7,29,26088
20700736,1,1610612743,44,78,3,15,20,22,6,31,37,16,7,5,18,26089
20700736,1,1610612764,40,89,4,20,16,20,11,26,37,12,12,4,19,26090
20700737,1,1610612757,36,80,3,13,18,23,7,38,45,15,3,2,25,26091
20700737,1,1610612754,31,84,10,33,29,37,16,32,48,7,7,6,21,26092
20700738,1,1610612755,40,76,3,7,18,21,12,29,41,15,8,8,17,26093
20700738,1,1610612746,30,74,3,10,17,21,10,20,30,15,8,2,19,26094
20700739,1,1610612763,37,80,7,16,18,21,9,25,34,16,6,4,23,26095
20700739,1,1610612740,42,87,8,25,20,23,14,26,40,11,10,6,21,26096
20700740,1,1610612752,36,79,5,17,22,27,14,34,48,17,4,4,25,26097
20700740,1,1610612749,36,81,3,14,23,32,10,27,37,11,7,7,24,26098
20700741,1,1610612745,44,81,6,19,14,19,15,31,46,14,4,6,23,26099
20700741,1,1610612737,32,86,0,5,25,33,16,23,39,9,10,2,20,26100
20700742,1,1610612741,32,78,5,18,18,28,5,29,34,13,11,5,26,26101
20700742,1,1610612762,35,71,6,15,21,27,5,34,39,17,9,6,25,26102
20700743,1,1610612758,42,92,3,16,15,22,16,36,52,18,9,4,24,26103
20700743,1,1610612744,38,91,7,31,22,33,18,31,49,17,10,5,23,26104
20700744,1,1610612739,32,93,4,23,15,22,17,30,47,17,6,7,20,26105
20700744,1,1610612743,40,88,11,27,22,26,15,33,48,12,11,5,16,26106
20700745,1,1610612748,38,80,4,12,14,17,7,34,41,18,12,6,20,26107
20700745,1,1610612747,37,81,8,25,22,28,11,32,43,16,9,1,14,26108
20700746,1,1610612751,35,73,3,12,28,35,10,37,47,12,6,6,18,26109
20700746,1,1610612742,31,85,2,18,18,23,15,26,41,10,5,1,26,26110
20700747,1,1610612765,41,85,12,24,19,26,15,31,46,12,11,3,28,26111
20700747,1,1610612766,28,72,4,13,27,35,12,23,35,16,5,4,25,26112
20700748,1,1610612750,32,78,3,14,15,20,8,34,42,16,5,2,20,26113
20700748,1,1610612761,41,81,6,16,17,21,8,35,43,12,5,7,18,26114
20700749,1,1610612759,35,79,11,31,9,13,7,30,37,15,5,3,28,26115
20700749,1,1610612738,33,71,9,23,23,34,10,36,46,15,9,0,19,26116
20700750,1,1610612764,38,87,9,20,22,25,16,30,46,14,5,4,20,26117
20700750,1,1610612756,41,84,8,21,18,21,5,31,36,10,7,8,20,26118
20700751,1,1610612761,34,77,7,16,13,17,6,28,34,8,4,1,18,26119
20700751,1,1610612759,38,79,9,23,8,12,10,36,46,13,4,2,17,26120
20700752,1,1610612742,27,77,6,23,16,21,11,35,46,14,6,4,16,26121
20700752,1,1610612755,36,81,3,11,9,17,10,33,43,14,8,1,18,26122
20700753,1,1610612747,35,70,7,18,29,34,8,26,34,14,13,7,18,26123
20700753,1,1610612766,40,80,5,13,12,17,12,23,35,15,5,4,23,26124
20700754,1,1610612753,41,85,10,26,19,29,12,29,41,10,7,2,25,26125
20700754,1,1610612739,38,71,9,14,33,43,8,33,41,13,5,6,22,26126
20700755,1,1610612746,37,82,2,10,20,22,8,32,40,9,12,2,24,26127
20700755,1,1610612749,35,82,4,10,15,23,14,33,47,18,2,7,17,26128
20700756,1,1610612745,32,66,7,16,24,28,6,30,36,12,5,2,16,26129
20700756,1,1610612757,35,76,2,6,11,21,9,28,37,11,5,4,20,26130
20700757,1,1610612764,42,90,10,21,23,26,13,30,43,13,11,2,23,26131
20700757,1,1610612744,43,82,10,27,24,32,11,32,43,15,9,2,22,26132
20700758,1,1610612737,35,82,2,9,18,21,17,30,47,14,3,4,21,26133
20700758,1,1610612765,35,76,6,16,18,28,11,23,34,8,11,6,20,26134
20700759,1,1610612754,37,87,7,24,16,21,14,34,48,16,2,11,25,26135
20700759,1,1610612738,35,83,10,28,24,29,8,34,42,10,10,6,23,26136
20700760,1,1610612750,31,85,6,14,20,28,13,33,46,11,8,1,21,26137
20700760,1,1610612751,35,83,3,17,19,22,16,38,54,14,6,8,21,26138
20700761,1,1610612743,45,95,8,22,16,20,16,33,49,15,8,10,14,26139
20700761,1,1610612748,47,100,8,19,11,13,14,32,46,13,9,1,13,26140
20700762,1,1610612763,37,74,8,23,25,38,9,40,49,17,6,4,23,26141
20700762,1,1610612758,34,91,8,22,18,20,12,30,42,11,7,1,26,26142
20700763,1,1610612740,38,78,8,19,16,22,10,27,37,12,10,9,17,26143
20700763,1,1610612741,33,82,6,14,14,17,14,27,41,17,5,5,18,26144
20700764,1,1610612751,36,74,6,15,13,14,3,25,28,15,8,2,19,26145
20700764,1,1610612761,39,76,8,20,23,27,9,32,41,14,10,4,11,26146
20700765,1,1610612763,35,83,7,26,11,15,14,26,40,19,8,1,15,26147
20700765,1,1610612755,42,83,6,13,12,18,15,33,48,18,13,5,19,26148
20700766,1,1610612766,38,85,2,13,22,28,14,34,48,13,6,9,22,26149
20700766,1,1610612737,38,84,6,8,16,23,12,30,42,13,6,4,23,26150
20700767,1,1610612743,33,75,7,19,25,33,7,28,35,16,14,8,23,26151
20700767,1,1610612753,43,93,8,22,15,23,16,35,51,18,7,3,23,26152
20700768,1,1610612739,41,80,11,22,12,16,7,32,39,10,2,6,23,26153
20700768,1,1610612759,37,76,12,20,26,30,7,27,34,5,4,3,15,26154
20700769,1,1610612752,35,79,5,17,28,30,9,28,37,17,11,0,25,26155
20700769,1,1610612738,38,75,7,21,28,36,10,29,39,15,6,6,25,26156
20700770,1,1610612765,34,80,9,19,19,26,9,39,48,14,5,11,24,26157
20700770,1,1610612754,25,79,6,15,24,26,7,30,37,11,6,6,21,26158
20700771,1,1610612749,40,80,8,15,19,23,10,22,32,9,9,5,16,26159
20700771,1,1610612740,43,78,9,14,16,19,9,30,39,14,5,1,18,26160
20700772,1,1610612747,45,93,7,25,20,25,12,39,51,13,10,7,11,26161
20700772,1,1610612750,38,93,6,19,10,13,12,32,44,16,10,2,27,26162
20700773,1,1610612745,33,81,9,23,14,19,14,30,44,18,7,7,21,26163
20700773,1,1610612758,31,70,4,13,21,28,7,30,37,18,10,1,16,26164
20700774,1,1610612757,31,75,3,9,11,22,13,27,40,14,1,4,24,26165
20700774,1,1610612742,36,83,4,17,20,23,17,30,47,11,3,5,17,26166
20700775,1,1610612744,52,96,8,21,8,13,11,23,34,11,10,2,21,26167
20700775,1,1610612756,45,87,7,21,21,26,16,33,49,19,5,1,16,26168
20700776,1,1610612760,38,84,2,11,15,20,15,24,39,20,9,3,24,26169
20700776,1,1610612762,41,80,2,11,28,36,14,27,41,17,14,3,20,26170
20700777,1,1610612746,33,68,4,13,19,24,7,24,31,16,9,2,19,26171
20700777,1,1610612764,37,85,2,11,15,21,22,29,51,16,8,3,21,26172
20700778,1,1610612741,38,85,3,13,20,25,13,40,53,16,7,4,17,26173
20700778,1,1610612748,34,74,10,21,14,23,4,31,35,18,7,4,20,26174
20700779,1,1610612756,41,72,5,14,22,26,8,29,37,12,5,7,24,26175
20700779,1,1610612742,36,90,7,17,18,25,20,25,45,13,5,4,24,26176
20700780,1,1610612752,36,77,10,27,31,38,10,35,45,15,7,2,20,26177
20700780,1,1610612764,36,88,7,20,21,26,11,31,42,11,11,4,27,26178
20700781,1,1610612745,32,79,8,23,21,30,8,39,47,12,7,8,19,26179
20700781,1,1610612739,31,80,6,17,17,23,9,36,45,13,8,6,20,26180
20700782,1,1610612753,36,74,13,20,18,23,6,30,36,14,6,6,24,26181
20700782,1,1610612765,32,83,2,14,19,25,15,29,44,13,9,8,21,26182
20700783,1,1610612750,40,81,7,20,17,24,14,31,45,15,6,3,24,26183
20700783,1,1610612755,35,78,1,6,17,30,11,28,39,11,7,3,19,26184
20700784,1,1610612766,22,77,4,14,17,24,10,27,37,14,15,1,17,26185
20700784,1,1610612759,31,72,9,26,14,19,9,45,54,21,6,8,21,26186
20700785,1,1610612738,44,99,11,33,19,28,14,33,47,14,8,6,33,26187
20700785,1,1610612743,41,80,8,17,34,49,8,37,45,16,9,12,26,26188
20700786,1,1610612762,45,84,8,16,21,23,12,33,45,19,4,6,21,26189
20700786,1,1610612744,43,87,9,25,14,21,8,25,33,13,8,4,22,26190
20700787,1,1610612757,39,86,6,19,10,16,10,27,37,7,5,8,16,26191
20700787,1,1610612758,39,81,10,19,17,21,12,33,45,11,6,2,18,26192
20700788,1,1610612763,41,98,6,19,13,18,13,32,45,13,11,7,20,26193
20700788,1,1610612760,42,80,7,11,17,25,9,40,49,20,5,4,21,26194
20700789,1,1610612747,47,92,6,18,22,24,13,32,45,13,16,5,21,26195
20700789,1,1610612737,34,81,5,13,20,27,11,28,39,23,7,7,24,26196
20700790,1,1610612761,47,80,11,20,22,25,9,25,34,8,3,5,26,26197
20700790,1,1610612753,38,84,9,28,25,32,17,23,40,11,3,1,19,26198
20700791,1,1610612755,49,86,7,14,19,26,14,29,43,12,16,4,17,26199
20700791,1,1610612752,34,74,5,22,11,15,9,22,31,25,5,2,18,26200
20700792,1,1610612739,39,81,10,21,18,27,13,32,45,14,6,7,20,26201
20700792,1,1610612754,35,80,9,24,18,20,8,31,39,13,4,3,18,26202
20700793,1,1610612741,37,97,4,14,24,32,21,33,54,12,7,5,28,26203
20700793,1,1610612751,36,84,10,19,28,36,15,36,51,15,7,8,26,26204
20700794,1,1610612765,32,82,8,25,26,29,14,26,40,13,8,4,22,26205
20700794,1,1610612749,35,80,6,14,27,33,15,32,47,14,6,4,21,26206
20700795,1,1610612740,35,75,10,19,24,32,11,29,40,16,11,0,21,26207
20700795,1,1610612742,33,73,4,15,23,27,10,30,40,18,9,2,22,26208
20700796,1,1610612747,52,92,4,13,22,26,7,26,33,9,6,6,24,26209
20700796,1,1610612756,48,93,5,16,23,30,16,30,46,12,4,9,22,26210
20700797,1,1610612737,37,75,9,18,24,33,12,24,36,17,5,10,25,26211
20700797,1,1610612758,40,86,10,19,29,36,15,25,40,14,8,5,21,26212
20700798,1,1610612746,36,80,6,12,22,29,10,38,48,15,8,9,28,26213
20700798,1,1610612763,28,77,6,20,24,32,12,29,41,15,6,5,22,26214
20700799,1,1610612738,37,77,11,23,32,46,8,29,37,15,8,3,28,26215
20700799,1,1610612744,42,89,4,15,31,43,16,33,49,16,8,4,28,26216
20700800,1,1610612745,42,78,9,23,19,27,10,32,42,11,7,1,20,26217
20700800,1,1610612748,38,80,7,14,17,27,12,22,34,11,5,3,17,26218
20700801,1,1610612750,41,81,5,9,12,17,8,26,34,12,5,4,22,26219
20700801,1,1610612759,35,74,8,25,22,26,10,31,41,12,8,6,18,26220
20700802,1,1610612760,31,80,6,13,20,31,13,38,51,15,2,3,28,26221
20700802,1,1610612757,29,76,7,19,27,39,10,39,49,11,10,11,20,26222
20700803,1,1610612758,40,87,9,17,27,36,15,38,53,20,8,11,30,26223
20700803,1,1610612766,36,82,11,25,32,45,9,32,41,14,10,8,29,26224
20700804,1,1610612755,36,79,3,13,24,32,10,24,34,9,5,7,16,26225
20700804,1,1610612753,42,82,15,33,16,20,9,29,38,13,4,5,20,26226
20700805,1,1610612751,38,78,10,22,17,27,10,29,39,23,10,5,26,26227
20700805,1,1610612754,39,87,12,28,23,29,16,27,43,15,8,2,20,26228
20700806,1,1610612752,36,81,8,24,23,28,12,33,45,15,6,2,19,26229
20700806,1,1610612761,35,75,10,26,19,25,5,31,36,16,8,2,24,26230
20700807,1,1610612739,34,76,12,32,10,17,13,30,43,14,4,4,22,26231
20700807,1,1610612764,32,70,4,13,21,29,3,28,31,9,9,4,17,26232
20700808,1,1610612749,37,75,4,10,22,33,9,23,32,15,6,8,26,26233
20700808,1,1610612765,46,89,7,19,28,36,16,26,42,6,8,8,23,26234
20700809,1,1610612741,56,98,11,22,12,20,16,28,44,12,7,5,25,26235
20700809,1,1610612743,43,89,10,28,25,32,13,24,37,15,5,7,21,26236
20700810,1,1610612742,38,76,9,19,13,18,13,34,47,22,12,2,22,26237
20700810,1,1610612763,30,80,4,19,19,27,13,27,40,17,11,3,22,26238
20700811,1,1610612745,42,85,6,19,10,13,15,40,55,13,2,1,21,26239
20700811,1,1610612740,32,80,2,11,14,25,12,26,38,10,5,7,17,26240
20700812,1,1610612738,30,78,4,17,13,16,8,24,32,21,13,5,27,26241
20700812,1,1610612756,31,73,5,11,18,28,12,38,50,24,7,7,20,26242
20700813,1,1610612762,39,76,0,13,26,38,15,26,41,16,6,2,26,26243
20700813,1,1610612746,36,75,4,11,38,41,11,22,33,11,7,5,28,26244
20700814,1,1610612744,46,96,6,26,12,17,11,29,40,14,9,6,22,26245
20700814,1,1610612737,42,90,10,23,23,27,18,35,53,21,7,6,17,26246
20700815,1,1610612757,29,78,4,18,25,30,14,27,41,13,8,4,22,26247
20700815,1,1610612760,36,78,5,8,22,28,15,29,44,16,5,3,25,26248
20700816,1,1610612764,45,94,6,15,14,18,22,24,46,7,9,7,17,26249
20700816,1,1610612766,37,74,4,14,17,23,10,26,36,14,3,4,19,26250
20700817,1,1610612754,33,83,9,29,16,25,4,29,33,10,6,5,24,26251
20700817,1,1610612751,35,75,6,13,26,30,9,48,57,17,5,4,22,26252
20700818,1,1610612748,37,82,7,20,15,16,8,25,33,18,15,5,18,26253
20700818,1,1610612755,40,83,2,9,19,27,17,33,50,23,11,3,16,26254
20700819,1,1610612743,38,86,8,22,25,34,9,31,40,14,13,8,26,26255
20700819,1,1610612749,40,92,6,18,29,36,20,33,53,17,5,5,24,26256
20700820,1,1610612759,37,77,7,22,17,17,8,35,43,11,3,5,18,26257
20700820,1,1610612740,34,78,7,17,14,19,7,28,35,7,5,3,22,26258
20700821,1,1610612737,36,75,7,15,15,17,10,33,43,22,7,3,22,26259
20700821,1,1610612762,39,83,4,12,18,20,11,26,37,12,12,2,19,26260
20700822,1,1610612746,36,80,1,14,22,29,9,36,45,16,6,3,28,26261
20700822,1,1610612747,39,84,10,26,25,35,7,33,40,11,7,6,22,26262
20700823,1,1610612765,46,89,9,18,15,18,11,37,48,10,3,4,23,26263
20700823,1,1610612756,32,77,4,12,18,29,5,27,32,14,2,5,13,26264
20700824,1,1610612752,31,81,9,23,21,24,8,28,36,9,3,2,16,26265
20700824,1,1610612761,45,92,10,23,15,19,14,37,51,7,3,6,19,26266
20700825,1,1610612753,40,83,11,22,21,29,8,34,42,8,6,6,23,26267
20700825,1,1610612758,35,81,6,15,17,26,9,33,42,16,2,7,24,26268
20700826,1,1610612739,42,81,7,19,18,25,10,36,46,19,9,7,28,26269
20700826,1,1610612763,33,78,4,15,19,28,8,25,33,16,11,3,19,26270
20700827,1,1610612738,44,76,14,21,10,15,10,27,37,19,6,1,26,26271
20700827,1,1610612757,34,75,12,21,22,26,15,16,31,15,13,3,20,26272
20700828,1,1610612742,36,80,5,20,22,27,10,33,43,13,8,4,12,26273
20700828,1,1610612750,38,77,2,6,5,9,7,28,35,15,8,5,19,26274
20700829,1,1610612741,40,87,4,13,13,14,7,32,39,15,8,5,23,26275
20700829,1,1610612745,40,79,13,24,17,31,8,30,38,16,8,3,17,26276
20700830,1,1610612760,38,95,2,8,13,19,16,34,50,17,6,7,15,26277
20700830,1,1610612747,45,92,11,21,10,16,11,32,43,13,8,7,13,26278
20700831,1,1610612761,34,71,7,18,27,33,11,35,46,17,3,7,20,26279
20700831,1,1610612754,37,87,10,27,14,15,11,28,39,11,6,5,27,26280
20700832,1,1610612764,34,80,6,18,21,24,10,25,35,9,11,2,18,26281
20700832,1,1610612740,35,75,10,24,12,22,11,31,42,16,3,1,17,26282
20700833,1,1610612741,33,83,5,13,23,29,8,31,39,17,10,3,16,26283
20700833,1,1610612742,39,81,9,14,15,17,10,36,46,22,10,9,22,26284
20700834,1,1610612759,32,76,8,21,17,23,11,32,43,16,11,8,20,26285
20700834,1,1610612737,25,75,7,16,17,24,18,35,53,23,10,2,18,26286
20700835,1,1610612765,38,88,5,18,17,19,11,36,47,12,7,3,25,26287
20700835,1,1610612743,32,89,7,24,22,29,17,29,46,8,7,6,14,26288
20700836,1,1610612738,38,69,8,18,20,25,3,34,37,13,10,8,22,26289
20700836,1,1610612746,30,75,2,11,14,25,10,26,36,14,8,2,22,26290
20700837,1,1610612753,34,65,5,17,29,43,3,34,37,12,8,2,16,26291
20700837,1,1610612751,35,82,12,26,10,16,8,32,40,13,5,5,34,26292
20700838,1,1610612758,32,76,2,17,20,24,9,28,37,17,7,1,26,26293
20700838,1,1610612748,39,75,5,11,24,32,8,32,40,15,9,8,20,26294
20700839,1,1610612739,41,83,10,24,10,14,12,32,44,13,3,1,24,26295
20700839,1,1610612749,34,78,5,13,32,37,12,30,42,8,5,2,16,26296
20700840,1,1610612763,45,98,10,27,13,13,11,25,36,10,9,4,22,26297
20700840,1,1610612756,48,83,9,24,22,28,10,38,48,15,6,2,16,26298
20700841,1,1610612750,38,88,7,16,28,39,15,28,43,13,16,2,28,26299
20700841,1,1610612762,32,69,6,13,30,36,9,30,39,24,7,8,26,26300
20700842,1,1610612764,26,83,4,13,13,23,9,28,37,7,8,3,9,26301
20700842,1,1610612745,40,83,7,27,7,12,12,43,55,11,3,8,20,26302
20700843,1,1610612757,30,83,2,20,21,23,11,30,41,12,6,5,20,26303
20700843,1,1610612747,36,76,9,19,15,17,6,35,41,12,5,6,19,26304
20700844,1,1610612744,45,102,6,21,9,11,17,25,42,12,14,5,16,26305
20700844,1,1610612760,45,89,0,4,9,13,15,37,52,25,7,8,18,26306
20700845,1,1610612750,33,66,6,20,13,16,7,26,33,20,4,2,27,26307
20700845,1,1610612761,40,81,3,18,24,28,13,24,37,7,8,4,17,26308
20700846,1,1610612755,37,83,2,10,25,30,10,31,41,12,12,5,23,26309
20700846,1,1610612753,30,74,11,26,18,27,11,30,41,20,5,1,21,26310
20700847,1,1610612758,44,89,6,20,23,35,16,24,40,12,9,3,27,26311
20700847,1,1610612737,40,83,8,17,35,40,13,33,46,16,8,4,26,26312
20700848,1,1610612741,41,87,9,16,22,37,15,31,46,13,13,7,34,26313
20700848,1,1610612754,32,78,10,27,33,43,13,34,47,18,5,5,28,26314
20700849,1,1610612738,34,65,4,12,20,29,5,32,37,20,10,2,25,26315
20700849,1,1610612739,31,81,6,19,19,24,15,29,44,17,7,2,24,26316
20700850,1,1610612766,34,83,4,12,17,24,10,34,44,13,9,4,17,26317
20700850,1,1610612752,46,90,7,17,14,25,12,38,50,11,6,4,18,26318
20700851,1,1610612740,48,90,8,15,16,18,5,31,36,11,12,3,22,26319
20700851,1,1610612756,35,73,9,18,24,30,5,31,36,18,2,7,20,26320
20700852,1,1610612765,32,76,4,16,27,35,11,29,40,10,7,4,21,26321
20700852,1,1610612762,41,83,7,17,14,17,11,30,41,9,2,5,22,26322
20700853,1,1610612760,37,102,3,11,19,22,19,23,42,16,10,1,15,26323
20700853,1,1610612743,59,88,9,17,11,16,7,42,49,17,13,7,16,26324
20700854,1,1610612757,30,71,5,11,17,25,8,35,43,15,5,3,22,26325
20700854,1,1610612746,25,80,6,20,24,28,14,29,43,12,8,2,19,26326
20700855,1,1610612749,41,81,4,12,20,29,16,27,43,15,4,5,22,26327
20700855,1,1610612751,44,87,11,23,21,31,18,22,40,9,9,4,25,26328
20700856,1,1610612759,37,81,7,18,16,22,8,28,36,7,6,4,21,26329
20700856,1,1610612742,32,74,4,14,26,31,9,35,44,11,4,3,19,26330
20700857,1,1610612747,40,84,8,20,18,22,11,44,55,18,8,12,16,26331
20700857,1,1610612748,33,88,7,18,15,19,11,29,40,13,6,5,21,26332
20700858,1,1610612754,42,85,12,30,26,31,9,35,44,12,4,2,19,26333
20700858,1,1610612761,46,94,6,21,13,16,11,37,48,12,5,3,24,26334
20700859,1,1610612738,41,86,9,19,17,21,12,32,44,17,9,5,20,26335
20700859,1,1610612766,33,82,11,26,23,29,13,31,44,16,9,2,23,26336
20700860,1,1610612737,38,85,4,14,19,23,12,32,44,11,6,5,15,26337
20700860,1,1610612752,37,88,4,16,15,20,13,35,48,12,5,3,20,26338
20700861,1,1610612750,34,87,7,19,9,11,16,24,40,14,7,4,22,26339
20700861,1,1610612739,36,74,4,15,16,22,9,31,40,10,6,10,9,26340
20700862,1,1610612764,36,86,1,9,24,34,17,28,45,16,11,10,21,26341
20700862,1,1610612741,34,79,7,20,16,23,13,34,47,22,7,5,28,26342
20700863,1,1610612762,38,77,3,16,19,27,12,33,45,14,2,2,21,26343
20700863,1,1610612740,37,78,9,20,27,31,7,27,34,7,9,3,20,26344
20700864,1,1610612745,41,81,10,27,24,28,9,44,53,17,12,13,23,26345
20700864,1,1610612763,35,91,8,18,17,26,13,27,40,13,12,7,21,26346
20700865,1,1610612758,39,83,5,12,23,27,12,31,43,12,5,7,21,26347
20700865,1,1610612742,46,94,5,12,18,20,15,34,49,9,6,6,20,26348
20700866,1,1610612746,39,89,9,21,17,23,10,31,41,13,8,5,20,26349
20700866,1,1610612743,42,94,3,20,23,33,18,37,55,10,4,10,19,26350
20700867,1,1610612744,47,92,11,29,14,19,12,33,45,14,8,12,17,26351
20700867,1,1610612755,40,99,3,10,14,22,23,27,50,19,8,2,19,26352
20700868,1,1610612757,46,87,9,19,18,20,7,28,35,6,4,1,21,26353
20700868,1,1610612747,42,86,5,27,22,28,13,30,43,13,4,2,20,26354
20700869,1,1610612748,42,95,5,13,14,19,17,26,43,9,9,6,24,26355
20700869,1,1610612760,34,76,2,7,23,28,8,37,45,17,4,7,16,26356
20700870,1,1610612752,36,89,4,10,16,21,11,26,37,10,4,2,26,26357
20700870,1,1610612753,41,79,8,24,28,37,14,40,54,12,7,2,17,26358
20700871,1,1610612763,32,70,6,24,22,36,11,27,38,18,6,3,24,26359
20700871,1,1610612762,45,79,8,17,15,22,7,32,39,16,11,2,28,26360
20700872,1,1610612759,35,75,6,21,20,29,7,35,42,14,6,2,28,26361
20700872,1,1610612749,33,83,4,12,24,33,12,34,46,11,7,5,22,26362
20700873,1,1610612755,51,90,3,7,14,23,12,27,39,10,13,3,17,26363
20700873,1,1610612756,43,87,9,23,19,19,13,27,40,18,2,3,19,26364
20700874,1,1610612765,44,81,7,14,8,12,8,36,44,12,5,7,24,26365
20700874,1,1610612746,24,69,1,6,24,34,10,27,37,15,4,2,15,26366
20700875,1,1610612741,29,74,3,17,25,31,13,31,44,18,5,7,22,26367
20700875,1,1610612739,37,80,5,16,16,26,9,30,39,11,10,4,19,26368
20700876,1,1610612747,33,87,5,23,37,50,14,44,58,11,9,9,23,26369
20700876,1,1610612742,38,103,11,27,17,25,17,36,53,10,7,2,29,26370
20700877,1,1610612737,32,81,3,16,21,28,12,31,43,13,4,7,16,26371
20700877,1,1610612738,37,83,7,21,17,21,12,36,48,15,9,7,22,26372
20700878,1,1610612759,36,85,6,14,15,18,12,39,51,10,6,3,22,26373
20700878,1,1610612751,27,78,8,18,21,26,10,32,42,13,7,6,23,26374
20700879,1,1610612740,32,78,6,17,14,17,16,28,44,15,4,3,22,26375
20700879,1,1610612764,35,81,6,21,25,31,15,29,44,7,9,7,18,26376
20700880,1,1610612766,40,94,6,17,24,26,18,32,50,7,3,2,17,26377
20700880,1,1610612761,38,74,4,14,18,21,6,31,37,11,4,9,21,26378
20700881,1,1610612749,38,100,7,19,23,35,27,32,59,13,3,2,21,26379
20700881,1,1610612754,44,91,11,24,29,35,14,37,51,9,10,5,24,26380
20700882,1,1610612750,46,93,3,9,13,22,15,23,38,15,14,2,18,26381
20700882,1,1610612760,44,80,4,7,19,22,10,31,41,22,8,6,15,26382
20700883,1,1610612745,44,90,10,26,5,6,12,32,44,15,7,5,21,26383
20700883,1,1610612743,33,79,7,20,16,24,12,28,40,17,10,3,17,26384
20700884,1,1610612757,40,84,5,16,19,26,12,36,48,16,6,6,16,26385
20700884,1,1610612744,42,90,9,25,17,20,14,30,44,8,8,7,23,26386
20700885,1,1610612748,40,71,11,24,18,21,4,26,30,16,5,2,25,26387
20700885,1,1610612758,41,73,12,17,26,30,8,26,34,13,7,1,19,26388
20700886,1,1610612752,35,86,5,14,13,20,12,35,47,9,2,2,22,26389
20700886,1,1610612740,38,88,10,25,14,20,15,37,52,7,5,6,19,26390
20700887,1,1610612762,41,77,4,16,30,33,7,28,35,11,9,6,28,26391
20700887,1,1610612742,37,74,7,17,29,34,7,25,32,14,4,3,23,26392
20700888,1,1610612746,31,67,2,9,16,19,6,21,27,18,7,4,16,26393
